spam,to_multiple,from,cc,sent_email,time,image,attach,dollar,winner,inherit,viagra,password,num_char,line_breaks,format,re_subj,exclaim_subj,urgent_subj,exclaim_mess,number
not spam,0,1,1,0,2012-02-13T21:24:58Z,0,0,0,no,0,0,0,8.267,195,HTML,1,0,0,8,small
not spam,0,1,1,0,2012-02-13T22:28:15Z,0,0,0,no,0,0,0,11.151,276,HTML,1,0,0,13,small
not spam,0,1,0,1,2012-02-14T01:46:06Z,0,0,0,no,0,0,0,2.148,54,text,1,0,0,0,small
not spam,0,1,1,0,2012-02-14T15:37:12Z,0,0,0,no,0,0,0,10.914,294,HTML,1,0,0,8,small
not spam,0,1,1,0,2012-02-14T14:19:22Z,0,0,0,no,0,0,0,15.586,376,HTML,1,0,0,13,small
not spam,0,1,0,1,2012-02-14T18:24:36Z,0,0,0,no,0,0,0,14.42,417,HTML,1,0,0,10,small
not spam,0,1,0,1,2012-02-14T19:47:01Z,0,0,0,no,0,0,0,18.172,551,HTML,1,0,0,12,small
not spam,0,1,1,0,2012-02-15T13:00:17Z,0,0,0,no,0,0,0,13.704,340,HTML,1,0,0,8,small
not spam,0,1,0,1,2012-02-15T14:49:33Z,0,0,0,no,0,0,0,5.227,124,text,1,0,0,1,small
not spam,0,1,4,0,2012-02-15T14:49:03Z,0,0,0,no,0,0,0,19.395,482,HTML,1,0,0,13,small
not spam,0,1,1,1,2012-02-17T01:40:29Z,0,0,0,no,0,0,0,23.519,515,HTML,1,0,0,13,small
not spam,0,1,2,1,2012-02-17T16:03:28Z,0,0,0,no,0,0,0,23.466,552,HTML,1,0,0,12,big
not spam,0,1,0,1,2012-02-18T12:23:27Z,0,0,0,no,0,0,4,4.033,59,HTML,1,0,0,0,big
not spam,1,1,2,0,2012-02-20T13:29:43Z,2,2,0,no,0,0,0,25.254,812,HTML,0,0,0,31,big
not spam,1,1,2,0,2012-02-20T13:33:49Z,1,1,0,no,0,0,0,29.007,926,HTML,1,0,0,33,big
not spam,0,1,0,1,2012-02-21T18:35:00Z,0,0,0,no,0,0,0,8.879,203,text,1,0,0,2,small
not spam,0,1,0,1,2012-02-21T19:58:01Z,0,0,0,no,0,0,0,1.583,38,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-02-22T01:33:53Z,0,1,0,no,0,0,0,19.437,253,HTML,0,0,0,0,small
not spam,0,1,0,1,2012-02-21T20:53:18Z,0,0,0,no,0,0,4,6.89,129,HTML,1,0,0,6,big
not spam,1,1,0,1,2012-02-21T20:54:59Z,0,0,0,no,0,0,0,0.963,20,text,0,0,0,0,none
not spam,0,1,2,1,2012-02-21T21:23:36Z,0,0,0,no,0,0,0,26.217,633,HTML,1,0,0,14,big
not spam,1,1,1,0,2012-02-21T21:24:39Z,0,0,0,no,0,0,0,0.661,12,text,0,0,0,0,none
not spam,1,1,0,0,2012-02-21T21:30:24Z,0,0,0,no,0,0,2,1.982,49,text,0,0,0,0,none
not spam,1,1,0,0,2012-02-21T21:30:31Z,0,1,0,no,0,0,0,1.275,23,text,0,0,0,0,none
not spam,1,1,68,1,2012-02-22T02:40:09Z,0,0,0,no,0,0,0,31.113,720,HTML,1,0,0,21,small
not spam,0,1,0,0,2012-02-21T21:41:39Z,0,0,0,no,0,0,0,4.742,167,HTML,0,0,0,5,big
not spam,0,1,2,1,2012-02-21T22:07:05Z,0,0,0,no,0,0,0,0.781,28,HTML,1,0,0,0,small
not spam,0,1,0,1,2012-02-21T22:15:50Z,0,0,0,no,0,0,0,5.727,139,HTML,1,0,0,0,small
not spam,1,1,0,0,2012-02-21T23:02:45Z,0,0,0,no,0,0,0,12.987,168,text,0,0,0,0,small
not spam,0,1,6,1,2012-02-21T22:55:08Z,1,1,0,no,0,0,0,30.279,983,HTML,1,0,0,31,big
not spam,0,1,0,0,2012-02-22T00:29:48Z,0,0,6,no,0,0,0,9.692,152,HTML,0,1,0,10,small
not spam,0,1,0,1,2012-02-22T00:59:50Z,0,0,0,no,0,0,0,0.417,20,text,0,0,0,0,small
not spam,0,1,0,0,2012-02-22T02:15:40Z,0,0,0,no,0,0,0,64.202,1139,HTML,0,0,0,96,big
not spam,0,1,0,1,2012-02-22T03:07:57Z,0,0,0,no,0,0,0,1.69,47,text,0,0,0,1,small
not spam,0,1,0,0,2012-02-22T13:57:31Z,0,0,0,no,0,0,0,4.659,104,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-02-22T14:43:38Z,0,0,0,no,0,0,0,23.352,782,HTML,0,0,0,5,small
not spam,0,1,0,0,2012-02-22T16:03:22Z,0,0,20,no,1,0,0,23.612,455,HTML,0,0,0,25,small
not spam,0,1,0,0,2012-02-22T12:23:33Z,0,0,0,no,0,0,0,8.645,184,HTML,0,0,0,0,small
not spam,1,1,1,1,2012-02-22T13:37:48Z,0,0,0,no,0,0,0,1.027,21,text,1,0,0,0,none
not spam,1,1,0,1,2012-02-22T13:55:40Z,0,0,2,no,0,0,0,31.398,652,HTML,0,0,0,5,small
not spam,1,1,0,0,2012-02-22T14:17:43Z,0,0,0,no,0,0,0,5.574,61,text,0,0,0,0,small
not spam,0,1,0,1,2012-02-22T15:10:00Z,0,0,0,no,0,0,0,1.122,32,HTML,1,0,0,0,small
not spam,0,1,0,1,2012-02-22T15:19:43Z,0,0,0,no,0,0,0,7.777,237,HTML,1,0,0,20,small
not spam,0,1,0,0,2012-02-22T15:35:45Z,0,0,4,no,0,0,0,9.027,148,HTML,0,1,0,18,small
not spam,0,1,0,0,2012-02-22T14:46:20Z,0,0,0,no,0,0,0,0.083,6,text,0,0,0,0,none
not spam,0,1,0,0,2012-02-22T16:02:01Z,1,1,0,no,0,0,0,16.28,396,HTML,0,0,0,9,small
not spam,1,1,0,0,2012-02-22T15:48:36Z,0,1,0,no,0,0,0,0.822,40,text,0,0,0,0,small
not spam,1,1,0,0,2012-02-22T15:04:31Z,0,0,0,no,0,0,0,33.343,436,text,0,0,0,0,big
not spam,0,1,0,1,2012-02-22T21:31:47Z,0,0,0,no,0,0,2,24.474,601,HTML,1,0,0,6,small
not spam,0,1,0,0,2012-02-22T18:56:00Z,4,4,2,no,0,0,0,28.468,575,HTML,0,0,0,0,small
not spam,0,1,0,1,2012-02-22T17:26:58Z,0,0,0,no,0,0,0,0.286,11,text,0,0,0,4,none
not spam,0,1,0,1,2012-02-22T19:35:43Z,0,0,0,no,0,0,0,0.325,10,HTML,0,0,0,0,none
not spam,0,1,0,1,2012-02-22T19:54:17Z,0,0,0,no,0,0,0,9.129,232,HTML,1,0,0,0,small
not spam,0,1,0,1,2012-02-22T19:54:25Z,0,0,0,no,0,0,0,1.926,56,HTML,1,0,0,2,small
not spam,0,1,0,0,2012-02-23T00:57:02Z,0,0,4,no,0,0,0,64.401,1167,HTML,0,0,0,13,small
not spam,0,1,0,1,2012-02-22T18:35:11Z,0,0,0,no,0,0,0,2.11,44,text,1,0,0,0,small
not spam,0,1,0,0,2012-02-22T20:39:22Z,0,0,0,no,0,0,0,7.441,147,HTML,0,0,0,0,big
not spam,0,1,0,1,2012-02-22T20:49:37Z,0,0,0,no,0,0,0,11.778,323,HTML,1,0,0,0,small
not spam,0,1,0,0,2012-02-22T21:23:46Z,0,0,0,no,0,0,0,1.698,41,HTML,0,0,0,2,none
not spam,0,1,0,1,2012-02-22T21:27:34Z,0,0,0,no,0,0,0,0.008,3,text,0,0,0,0,none
not spam,0,1,0,1,2012-02-22T21:31:11Z,0,0,0,no,0,0,0,0.272,13,text,1,0,0,0,small
not spam,0,1,0,1,2012-02-22T21:32:26Z,0,0,0,no,0,0,0,1.524,48,HTML,1,0,0,2,small
not spam,0,1,0,0,2012-02-22T18:06:07Z,0,0,0,no,0,0,0,31.707,609,HTML,0,0,0,9,small
not spam,0,1,1,1,2012-02-22T18:37:10Z,0,0,0,no,0,0,0,22.189,699,HTML,1,0,0,16,small
not spam,1,1,0,1,2012-02-22T18:37:52Z,0,0,2,no,0,0,0,28.651,605,HTML,0,0,0,2,big
not spam,0,1,0,1,2012-02-22T21:41:04Z,0,0,0,no,0,0,0,1.692,41,HTML,1,0,0,0,small
not spam,0,1,0,0,2012-02-22T18:41:35Z,0,0,0,no,0,0,0,1.096,26,text,0,0,0,0,small
not spam,0,1,0,0,2012-02-22T18:41:51Z,0,0,0,no,0,0,5,1.222,35,text,0,0,0,1,none
not spam,0,1,0,1,2012-02-23T02:56:09Z,0,0,0,no,0,0,0,11.545,325,HTML,1,0,0,5,small
not spam,0,1,0,0,2012-02-23T03:09:43Z,0,0,0,no,0,0,0,3.89,100,HTML,0,0,0,2,small
not spam,1,1,0,0,2012-02-22T22:10:34Z,0,0,0,no,0,0,0,0.298,12,text,0,0,0,0,small
not spam,0,1,1,0,2012-02-22T22:16:18Z,0,0,0,no,0,0,0,16.779,396,HTML,1,0,0,8,big
not spam,0,1,0,0,2012-02-22T19:19:53Z,0,0,0,no,0,0,0,1.11,48,text,1,0,0,2,small
not spam,0,1,3,0,2012-02-22T19:31:42Z,0,0,0,no,0,0,0,22.929,570,HTML,1,0,0,13,small
not spam,0,1,0,1,2012-02-22T23:05:30Z,0,0,0,no,0,0,0,0.522,13,text,1,0,0,2,none
not spam,0,1,0,0,2012-02-23T04:05:30Z,0,0,0,no,0,0,0,1.991,44,HTML,0,0,0,0,small
not spam,0,1,1,0,2012-02-22T20:31:21Z,0,0,1,no,0,0,0,14.271,255,text,1,0,0,1,small
not spam,0,1,0,1,2012-02-23T04:34:37Z,0,0,0,no,0,0,2,29.932,766,HTML,1,0,0,8,small
not spam,0,1,0,1,2012-02-23T00:46:40Z,0,0,0,no,0,0,0,0.088,6,text,1,0,0,2,none
not spam,0,1,0,0,2012-02-23T07:06:10Z,0,0,0,no,0,0,0,31.53,502,HTML,0,0,0,25,small
not spam,0,1,0,0,2012-02-23T05:30:25Z,0,0,6,no,0,0,0,11.542,165,HTML,0,1,0,12,small
not spam,0,1,0,0,2012-02-23T03:25:43Z,0,0,0,no,0,0,0,12.833,173,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-23T00:10:41Z,0,0,0,no,0,0,0,1.257,18,HTML,0,0,0,0,small
not spam,0,1,1,1,2012-02-23T04:11:40Z,0,0,2,no,0,0,0,30.984,723,HTML,1,0,0,2,big
not spam,0,1,0,0,2012-02-23T04:11:40Z,0,0,4,no,0,0,0,0.969,14,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-02-23T13:09:41Z,0,0,0,no,0,0,0,7.484,185,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-02-23T16:00:51Z,0,0,22,no,1,0,0,23.277,457,HTML,0,0,0,25,small
not spam,0,1,0,0,2012-02-23T09:57:51Z,0,0,0,no,0,0,0,9.479,192,HTML,0,0,0,30,small
not spam,0,1,0,0,2012-02-23T13:14:50Z,0,0,0,no,0,0,0,11.836,126,HTML,0,0,0,2,big
not spam,0,1,0,1,2012-02-23T13:33:33Z,0,0,1,no,0,0,0,0.39,16,text,1,0,0,1,small
not spam,1,1,0,0,2012-02-23T18:48:36Z,0,0,0,no,0,0,0,6.737,153,HTML,0,0,0,5,small
not spam,0,1,1,0,2012-02-23T19:18:34Z,0,0,0,no,0,0,0,2.258,81,HTML,1,0,0,0,small
not spam,0,1,1,1,2012-02-23T14:27:59Z,0,0,2,no,0,0,0,34.781,876,HTML,1,0,0,2,big
not spam,0,1,0,0,2012-02-23T19:32:13Z,0,0,1,no,0,0,0,3.387,77,text,0,0,0,0,small
not spam,0,1,0,0,2012-02-23T14:59:16Z,0,0,0,no,0,0,0,20.184,510,HTML,0,0,0,46,small
not spam,1,1,0,0,2012-02-23T12:20:29Z,0,0,0,no,0,0,0,6.212,147,HTML,1,0,0,3,small
not spam,1,1,0,0,2012-02-23T15:53:32Z,0,0,0,no,0,0,0,5.567,61,text,0,0,0,0,small
not spam,1,1,0,0,2012-02-23T15:59:59Z,0,0,0,no,0,0,0,0.982,22,text,0,1,0,0,small
not spam,0,1,0,1,2012-02-23T16:26:22Z,0,0,0,no,0,0,0,0.209,9,HTML,0,0,0,0,none
not spam,0,1,1,0,2012-02-23T17:02:00Z,0,0,0,no,0,0,0,3.814,69,text,1,0,0,0,small
not spam,0,1,0,0,2012-02-23T17:04:18Z,0,0,0,no,0,0,0,9.763,241,HTML,0,0,0,3,big
not spam,0,1,1,0,2012-02-23T19:53:05Z,0,0,0,no,0,0,0,1.025,19,HTML,0,0,0,0,none
not spam,0,1,0,0,2012-02-23T19:14:56Z,0,0,0,no,0,0,0,0.961,32,text,1,0,0,1,small
not spam,1,1,0,0,2012-02-23T21:10:55Z,0,0,0,no,0,0,0,18.353,236,text,0,0,0,0,small
not spam,0,1,0,0,2012-02-23T18:12:30Z,0,0,0,no,0,0,0,3.831,101,HTML,0,0,0,1,small
not spam,1,1,0,0,2012-02-23T21:18:31Z,1,2,0,no,0,0,0,10.865,215,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-02-23T21:22:59Z,0,0,11,no,0,0,0,77.784,794,HTML,0,0,0,7,small
not spam,0,1,0,0,2012-02-24T02:57:54Z,0,0,0,no,0,0,0,20.16,424,HTML,0,0,0,15,big
not spam,1,1,0,0,2012-02-23T22:21:30Z,0,0,0,no,0,0,0,3.233,48,text,0,1,0,2,small
not spam,0,1,0,1,2012-02-24T00:17:50Z,0,0,1,no,0,0,0,0.42,18,text,1,0,0,0,small
not spam,0,1,0,0,2012-02-24T00:56:59Z,0,0,0,no,0,0,0,26.888,664,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-24T07:19:07Z,0,0,2,no,0,0,0,9.887,181,HTML,0,0,0,0,big
not spam,0,1,0,1,2012-02-24T02:35:19Z,0,0,0,no,0,0,0,1.426,40,text,0,0,0,2,small
not spam,0,1,0,0,2012-02-24T02:54:41Z,0,0,1,no,0,0,0,2.01,35,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-24T08:12:23Z,0,0,0,no,0,0,0,8.002,142,HTML,0,0,0,8,small
not spam,0,1,0,0,2012-02-24T05:44:04Z,0,0,0,no,0,0,0,10.19,138,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-24T13:45:18Z,0,0,0,no,0,0,0,5.801,149,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-02-24T14:13:05Z,0,0,0,no,0,0,0,79.415,1167,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-24T09:10:36Z,0,0,4,no,0,0,1,42.432,1093,HTML,0,0,0,42,small
not spam,0,1,0,0,2012-02-24T16:15:13Z,0,0,8,no,1,0,0,17.654,355,HTML,0,0,0,17,small
not spam,0,1,0,0,2012-02-24T08:28:58Z,0,0,0,no,0,0,0,18.459,382,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-02-24T10:04:10Z,0,0,0,no,0,0,0,9.803,200,HTML,0,0,0,32,small
not spam,0,1,0,0,2012-02-24T13:43:30Z,0,0,0,no,0,0,0,41.107,539,HTML,0,0,0,14,small
not spam,1,1,21,1,2012-02-24T13:59:43Z,2,3,0,no,0,0,0,9.973,229,HTML,0,0,0,8,small
not spam,0,1,0,1,2012-02-24T14:07:05Z,0,0,0,no,0,0,0,1.443,44,HTML,1,0,0,2,small
not spam,0,1,0,0,2012-02-24T14:26:30Z,0,0,0,no,0,0,0,33.953,794,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-24T11:59:40Z,0,0,0,no,0,0,0,7.156,121,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-02-24T15:02:31Z,0,0,0,no,0,0,0,1.532,37,HTML,1,0,0,6,small
not spam,0,1,0,1,2012-02-24T15:13:38Z,0,0,0,no,0,0,0,0.936,18,text,0,1,0,2,none
not spam,0,1,0,1,2012-02-24T15:15:32Z,0,0,2,no,0,0,0,40.245,1238,HTML,1,0,0,2,big
not spam,0,1,0,0,2012-02-24T12:12:08Z,1,2,0,no,0,0,0,10.286,329,HTML,0,0,0,7,small
not spam,0,1,0,0,2012-02-24T12:37:15Z,0,0,0,no,0,0,0,8.057,134,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-02-24T15:41:05Z,0,0,0,no,0,0,0,1.407,31,HTML,1,0,0,2,small
not spam,0,1,0,0,2012-02-24T13:57:10Z,0,0,0,no,0,0,0,7.55,126,HTML,0,0,0,1,small
not spam,1,1,0,0,2012-02-24T17:59:42Z,0,1,1,no,0,0,0,10.293,160,text,0,0,0,0,big
not spam,0,1,0,0,2012-02-24T15:54:10Z,1,1,0,no,0,0,0,13.45,258,HTML,0,0,0,0,big
not spam,0,1,0,0,2012-02-24T19:01:43Z,0,0,0,no,0,0,0,7.216,157,HTML,0,0,0,0,big
not spam,0,1,0,0,2012-02-25T00:15:11Z,0,0,4,no,0,0,0,14.472,301,HTML,0,0,0,20,big
not spam,0,1,0,1,2012-02-24T19:22:54Z,0,0,0,no,0,0,0,0.287,4,HTML,0,0,0,0,none
not spam,0,1,1,0,2012-02-24T16:23:53Z,0,0,0,no,0,0,0,24.606,611,HTML,1,0,0,13,small
not spam,0,1,0,1,2012-02-24T19:41:53Z,0,0,0,no,0,0,0,2.161,60,HTML,1,0,0,6,small
not spam,0,1,1,0,2012-02-24T19:44:29Z,0,0,0,no,0,0,0,22.091,569,HTML,1,0,0,12,big
not spam,0,1,0,1,2012-02-24T19:45:05Z,0,0,0,no,0,0,0,1.865,40,HTML,1,0,0,4,small
not spam,0,1,0,0,2012-02-24T20:36:02Z,0,0,0,no,0,0,0,0.404,10,text,0,0,0,0,none
not spam,0,1,1,0,2012-02-24T19:10:14Z,0,1,0,no,0,0,0,29.959,739,HTML,1,0,0,17,small
not spam,1,1,0,0,2012-02-25T03:25:58Z,0,0,0,no,0,0,0,1.189,39,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-02-24T19:48:03Z,0,0,0,no,0,0,0,2.851,70,HTML,0,0,0,0,big
not spam,0,1,0,0,2012-02-24T23:18:35Z,0,0,0,no,0,0,0,25.293,637,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-25T04:40:46Z,0,0,0,no,0,0,4,11.345,169,HTML,0,0,0,5,small
not spam,0,1,0,0,2012-02-25T00:28:21Z,0,0,0,no,0,0,0,27.601,678,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-25T00:46:39Z,0,0,0,no,0,0,0,25.39,640,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-25T00:57:55Z,0,0,0,no,0,0,0,27.279,675,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-25T00:59:02Z,0,0,1,no,0,0,0,26.849,664,HTML,0,0,0,2,small
not spam,1,1,0,0,2012-02-25T07:56:26Z,0,0,0,no,0,0,0,2.342,80,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-25T01:59:03Z,0,0,0,no,0,0,0,9.928,20,HTML,0,0,0,6,big
not spam,0,1,0,0,2012-02-25T03:23:40Z,0,0,0,no,0,0,0,5.531,87,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-02-25T04:23:20Z,0,0,0,no,0,0,0,28.131,689,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-25T04:55:29Z,0,0,1,no,0,0,0,0.87,23,text,0,0,0,0,big
not spam,0,1,0,0,2012-02-25T04:08:59Z,0,0,0,no,0,0,0,8.365,17,HTML,0,0,0,6,small
not spam,0,1,0,0,2012-02-25T13:25:19Z,0,0,0,no,0,0,0,13.884,399,HTML,0,0,0,26,small
not spam,0,1,0,0,2012-02-25T08:17:58Z,0,0,0,no,0,0,0,1.937,50,HTML,0,0,0,0,none
not spam,0,1,0,0,2012-02-25T09:04:00Z,0,0,0,no,0,0,0,0.505,12,text,0,0,0,0,none
not spam,0,1,0,0,2012-02-25T16:01:37Z,0,0,10,no,1,0,0,14.563,302,HTML,0,0,0,13,small
not spam,0,1,0,0,2012-02-25T10:17:03Z,0,0,0,no,0,0,0,9.952,200,HTML,0,0,0,32,small
not spam,0,1,0,0,2012-02-25T15:17:27Z,0,0,0,no,0,0,0,28.101,688,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-25T16:49:13Z,0,0,0,no,0,0,0,1.536,37,HTML,0,0,0,2,big
not spam,0,1,0,1,2012-02-25T16:52:45Z,0,0,0,no,0,0,0,2.722,44,HTML,1,0,0,8,big
not spam,0,1,0,0,2012-02-25T18:27:13Z,0,0,0,no,0,0,0,29.104,705,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-25T16:02:20Z,0,0,0,no,0,0,0,5.264,118,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-25T19:43:29Z,0,0,0,no,0,0,0,28.801,703,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-25T20:59:18Z,0,0,2,no,0,0,0,27.113,669,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-02-25T21:05:22Z,0,0,2,no,0,0,0,28.747,700,HTML,0,0,0,2,small
not spam,0,1,0,0,2012-02-25T21:41:50Z,0,0,0,no,0,0,0,29.009,706,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-25T21:47:23Z,0,0,0,no,0,0,0,24.592,626,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-02-25T23:29:50Z,0,0,0,no,0,0,0,2.533,57,HTML,1,0,0,4,small
not spam,0,1,0,0,2012-02-26T06:39:01Z,0,0,0,no,0,0,0,25.468,641,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-26T14:37:59Z,0,0,0,no,0,0,0,10.566,253,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-02-26T16:02:24Z,0,0,12,no,1,0,0,14.198,300,HTML,0,0,0,13,small
not spam,0,1,0,0,2012-02-26T09:21:09Z,0,0,0,no,0,0,0,9.639,196,HTML,0,0,0,31,small
not spam,0,1,0,0,2012-02-26T13:22:16Z,0,0,0,no,0,0,0,5.342,94,HTML,0,0,0,3,small
not spam,0,1,0,0,2012-02-26T21:55:08Z,0,1,0,no,0,0,0,2.685,71,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-26T17:35:53Z,0,0,0,no,0,0,0,5.237,98,HTML,0,0,0,1,small
not spam,1,1,1,1,2012-02-26T19:00:30Z,0,0,0,no,0,0,0,0.361,13,text,0,0,0,2,none
not spam,0,1,0,0,2012-02-26T22:36:06Z,0,0,0,no,0,0,0,0.637,23,text,0,0,0,0,none
not spam,0,1,0,0,2012-02-27T00:05:56Z,0,0,0,no,0,0,0,0.361,13,text,0,0,0,0,none
not spam,0,1,1,0,2012-02-27T00:21:57Z,0,0,0,no,0,0,0,0.954,35,text,1,0,0,1,none
not spam,0,1,0,0,2012-02-27T06:20:54Z,0,0,0,no,0,0,0,13.792,366,HTML,0,0,0,4,big
not spam,0,1,0,0,2012-02-27T13:08:34Z,0,0,0,no,0,0,0,4.507,104,HTML,0,0,0,0,small
not spam,0,1,0,0,2012-02-27T16:04:50Z,0,0,16,no,1,0,0,20.214,404,HTML,0,0,0,21,small
not spam,1,1,1,1,2012-02-27T12:19:17Z,0,0,0,no,0,0,0,0.979,27,text,1,0,0,3,small
not spam,0,1,0,0,2012-02-27T13:35:54Z,0,0,2,no,0,0,0,0.984,50,text,0,0,0,1,big
not spam,1,1,0,1,2012-02-27T13:48:06Z,0,0,0,no,0,0,0,13.202,197,text,0,0,0,0,big
not spam,0,1,0,1,2012-02-27T14:01:47Z,0,0,4,no,0,0,0,4.888,135,HTML,1,0,0,6,big
not spam,0,1,0,0,2012-02-27T19:07:04Z,0,0,0,no,0,0,0,0.638,16,text,0,0,0,2,small
not spam,1,1,0,1,2012-02-27T14:25:50Z,0,0,0,no,0,0,0,15.27,192,text,0,0,0,0,small
not spam,0,1,0,1,2012-02-27T14:40:00Z,0,0,4,no,0,0,0,9.956,268,HTML,1,0,0,6,big
not spam,0,1,0,1,2012-02-27T15:14:41Z,0,0,4,no,0,0,0,11.653,325,HTML,1,0,0,6,big
not spam,1,1,0,0,2012-02-27T15:32:14Z,0,0,0,no,0,0,0,35.061,453,text,0,0,0,0,small
not spam,1,1,0,0,2012-02-27T15:41:26Z,0,3,1,no,0,0,0,3.165,55,text,0,1,0,1,small
not spam,1,1,0,0,2012-02-27T21:22:58Z,0,0,0,no,0,0,0,13.594,240,HTML,0,0,0,6,small
not spam,1,1,0,1,2012-02-27T16:40:45Z,0,0,1,no,0,0,0,38.668,505,text,0,0,0,0,small
not spam,1,1,0,0,2012-02-27T17:12:58Z,0,0,0,no,0,0,0,2.934,36,text,0,0,0,0,small
not spam,1,1,0,0,2012-02-27T17:16:14Z,0,0,0,no,0,0,0,15.31,195,text,0,0,0,0,small
not spam,1,1,0,0,2012-02-27T17:46:13Z,0,0,0,no,0,0,0,3.285,50,text,0,0,0,2,small
not spam,0,1,0,0,2012-02-27T18:09:55Z,0,0,0,no,0,0,0,26.707,660,HTML,0,0,0,1,small
not spam,0,1,0,1,2012-02-27T18:10:57Z,0,0,0,no,0,0,0,0.728,24,text,1,0,0,0,small
not spam,1,1,0,0,2012-02-27T19:38:27Z,0,0,0,no,0,0,0,13.892,191,text,0,0,0,1,big
not spam,0,1,0,0,2012-02-28T01:05:52Z,0,0,0,no,0,0,0,16.451,307,HTML,0,0,0,4,small
not spam,0,1,0,0,2012-02-27T20:17:14Z,0,0,4,no,0,0,0,28.759,699,HTML,0,0,0,4,small
not spam,1,1,0,0,2012-02-27T20:20:56Z,0,2,0,no,0,0,0,7.39,160,HTML,0,0,0,1,small
not spam,1,1,0,0,2012-02-27T19:51:46Z,0,1,0,no,0,0,0,2.301,80,text,0,0,0,0,small
not spam,0,1,0,0,2012-02-27T20:26:09Z,0,0,4,no,0,0,0,15.757,351,HTML,0,0,0,2,big
not spam,0,1,2,1,2012-02-27T21:45:12Z,0,0,0,no,0,0,0,6.384,139,HTML,1,0,0,0,small
not spam,0,1,0,0,2012-02-27T21:45:51Z,0,0,0,no,0,0,0,26.587,661,HTML,0,0,0,2,small
not spam,1,1,1,0,2012-02-27T21:47:52Z,0,0,0,no,0,0,0,8.139,141,text,1,0,0,0,small
not spam,0,1,0,1,2012-02-27T21:52:55Z,0,0,0,no,0,0,0,0.23,9,HTML,0,0,0,0,none
not spam,0,1,0,1,2012-02-27T21:56:26Z,0,0,0,no,0,0,0,1.531,52,HTML,1,0,0,0,small
not spam,0,1,0,1,2012-02-27T22:07:46Z,0,0,0,no,0,0,0,0.021,4,text,0,0,0,0,none
not spam,0,1,0,0,2012-02-28T05:42:23Z,0,0,0,no,0,0,0,3.188,80,HTML,0,0,0,4,small
not spam,1,1,0,1,2012-02-28T00:34:08Z,0,0,0,no,0,0,0,0.58,16,text,0,0,0,1,small
not spam,0,1,0,1,2012-02-28T02:49:46Z,0,0,0,no,0,0,0,1.008,20,HTML,1,0,0,0,small
not spam,0,1,0,0,2012-02-28T16:07:37Z,0,0,28,no,1,0,0,26.39,510,HTML,0,0,0,29,small
not spam,0,1,0,0,2012-02-28T19:02:28Z,0,0,0,no,0,0,0,1.365,27,HTML,0,0,0,2,none
not spam,1,1,0,0,2012-02-28T14:34:23Z,0,0,0,no,0,0,0,16.015,220,text,0,0,0,2,big
not spam,0,1,0,0,2012-02-28T11:33:50Z,0,0,7,no,0,0,0,41.365,342,HTML,0,0,0,3,small
not spam,1,1,0,0,2012-02-28T14:53:15Z,0,0,0,no,0,0,0,11.24,159,text,0,1,0,0,small
not spam,0,1,0,0,2012-02-28T19:56:59Z,0,0,0,no,0,0,0,1.347,27,HTML,0,0,0,2,none
not spam,0,1,0,0,2012-02-28T12:00:04Z,0,0,0,no,0,0,0,3.566,96,HTML,0,0,0,1,small
not spam,0,1,0,0,2012-02-28T12:00:04Z,0,0,0,no,0,0,0,5.059,113,HTML,0,0,0,1,small
not spam,1,1,1,0,2012-02-28T15:54:38Z,0,1,0,no,0,0,0,4.756,130,HTML,0,0,0,0,small
